,i,j,Z,match,gamma
99,4,19,24,False,[0 0 0 0 0]
100,5,0,25,False,[0 0 1 0 0]
101,5,1,25,False,[1 0 1 1 0]
102,5,2,25,False,[0 0 0 1 0]
103,5,3,25,False,[0 0 0 0 1]
104,5,4,25,False,[0 0 0 1 0]
105,5,5,25,False,[1 0 1 0 0]
106,5,6,25,False,[0 0 0 0 0]
107,5,7,25,False,[0 0 0 0 0]
108,5,8,25,False,[0 1 0 0 0]
109,5,9,25,False,[0 1 0 0 0]
110,5,10,25,False,[1 0 0 0 0]
111,5,11,25,False,[0 1 0 0 0]
112,5,12,25,False,[1 0 0 0 0]
113,5,13,25,False,[0 0 0 0 0]
114,5,14,25,False,[0 0 0 1 1]
115,5,15,25,False,[1 0 0 0 1]
116,5,16,25,False,[0 0 0 0 0]
117,5,17,25,False,[0 0 0 0 0]
118,5,18,25,False,[0 0 1 0 0]
119,5,19,25,False,[1 0 0 0 0]
120,6,0,1,False,[0 0 1 0 0]
121,6,1,1,True,[0 1 1 1 1]
122,6,2,1,False,[0 0 1 0 0]
123,6,3,1,False,[0 0 0 0 0]
124,6,4,1,False,[0 0 1 0 0]
125,6,5,1,False,[1 1 0 0 0]
126,6,6,1,False,[0 0 0 1 0]
127,6,7,1,False,[0 0 0 0 1]
128,6,8,1,False,[0 0 0 0 1]
129,6,9,1,False,[0 1 0 1 0]
130,6,10,1,False,[0 1 0 1 0]
131,6,11,1,False,[0 0 0 0 0]
132,6,12,1,False,[1 0 0 0 0]
133,6,13,1,False,[0 0 0 1 1]
134,6,14,1,False,[1 0 0 0 0]
135,6,15,1,False,[0 0 0 0 0]
136,6,16,1,False,[0 0 0 1 0]
137,6,17,1,False,[0 0 0 0 0]
138,6,18,1,False,[0 0 1 0 0]
139,6,19,1,False,[0 0 0 0 1]
140,7,0,27,False,[1 0 0 0 0]
141,7,1,27,False,[0 0 1 0 0]
142,7,2,27,False,[1 0 0 0 0]
143,7,3,27,False,[0 0 0 1 1]
144,7,4,27,False,[0 0 0 0 1]
145,7,5,27,False,[0 0 0 0 0]
146,7,6,27,False,[0 0 0 0 0]
147,7,7,27,False,[1 0 0 0 0]
148,7,8,27,False,[0 0 0 0 0]
149,7,9,27,False,[0 0 1 0 0]
150,7,10,27,False,[0 0 0 0 1]
151,7,11,27,False,[0 0 0 0 1]
152,7,12,27,False,[0 0 1 0 0]
153,7,13,27,False,[0 0 0 0 0]
154,7,14,27,False,[0 0 0 1 0]
155,7,15,27,False,[0 0 0 0 0]
156,7,16,27,False,[1 1 1 1 1]
157,7,17,27,False,[0 0 0 0 0]
158,7,18,27,False,[0 0 0 0 0]
159,7,19,27,False,[0 1 0 0 0]
160,8,0,10,False,[0 1 1 1 0]
161,8,1,10,False,[0 0 0 0 0]
162,8,2,10,False,[1 0 0 0 0]
163,8,3,10,False,[0 1 0 0 0]
164,8,4,10,False,[1 0 0 0 0]
165,8,5,10,False,[1 0 1 0 1]
166,8,6,10,False,[0 0 0 1 0]
167,8,7,10,False,[0 0 0 0 0]
168,8,8,10,False,[0 0 0 0 0]
169,8,9,10,False,[1 0 0 0 0]
170,8,10,10,True,[1 1 1 0 1]
171,8,11,10,False,[1 0 0 1 1]
172,8,12,10,False,[0 0 1 0 0]
173,8,13,10,False,[0 0 0 0 1]
174,8,14,10,False,[1 0 0 0 0]
175,8,15,10,False,[1 0 0 1 0]
176,8,16,10,False,[0 0 0 0 0]
177,8,17,10,False,[1 1 0 1 0]
178,8,18,10,False,[0 0 1 0 0]
179,8,19,10,False,[0 0 0 0 1]
180,9,0,19,False,[0 1 0 0 0]
181,9,1,19,False,[0 0 0 0 0]
182,9,2,19,False,[0 1 0 0 0]
183,9,3,19,False,[0 1 1 0 0]
184,9,4,19,False,[0 0 1 0 1]
185,9,5,19,False,[1 0 0 0 0]
186,9,6,19,False,[0 0 0 0 1]
187,9,7,19,False,[0 1 0 0 0]
188,9,8,19,False,[0 0 0 0 0]
189,9,9,19,False,[0 0 1 0 0]
190,9,10,19,False,[0 0 1 0 0]
191,9,11,19,False,[1 0 1 0 0]
192,9,12,19,False,[0 0 1 0 1]
193,9,13,19,False,[0 0 1 0 0]
194,9,14,19,False,[0 0 0 0 0]
195,9,15,19,False,[1 0 0 0 0]
196,9,16,19,False,[0 1 0 1 0]
197,9,17,19,False,[0 0 0 0 0]
198,9,18,19,False,[0 1 0 1 0]
199,9,19,19,True,[1 1 1 1 1]
200,10,0,4,False,[0 0 1 0 0]
201,10,1,4,False,[0 1 0 0 0]
202,10,2,4,False,[0 1 0 0 0]
203,10,3,4,False,[0 0 0 0 0]
204,10,4,4,True,[1 1 1 0 1]
205,10,5,4,False,[1 1 1 0 0]
206,10,6,4,False,[0 0 1 1 0]
207,10,7,4,False,[0 0 0 1 0]
208,10,8,4,False,[0 0 0 1 1]
209,10,9,4,False,[0 0 1 0 0]
210,10,10,4,False,[0 0 1 0 0]
211,10,11,4,False,[0 0 0 0 1]
212,10,12,4,False,[0 0 0 0 0]
213,10,13,4,False,[0 0 0 0 1]
214,10,14,4,False,[0 0 0 0 1]
215,10,15,4,False,[0 0 0 0 0]
216,10,16,4,False,[0 0 0 0 0]
217,10,17,4,False,[0 0 0 0 0]
218,10,18,4,False,[0 0 1 0 0]
219,10,19,4,False,[0 0 0 0 0]
220,11,0,13,False,[0 0 0 1 0]
221,11,1,13,False,[0 0 1 0 0]
222,11,2,13,False,[0 0 0 0 0]
223,11,3,13,False,[1 0 0 0 0]
224,11,4,13,False,[0 0 0 0 1]
225,11,5,13,False,[0 1 0 1 0]
226,11,6,13,False,[0 0 0 0 1]
227,11,7,13,False,[0 0 0 0 0]
228,11,8,13,False,[0 0 1 0 0]
229,11,9,13,False,[0 0 1 0 1]
230,11,10,13,False,[0 0 0 1 0]
231,11,11,13,False,[0 1 0 0 1]
232,11,12,13,False,[0 0 0 0 0]
233,11,13,13,True,[1 1 1 1 1]
234,11,14,13,False,[1 0 0 0 0]
235,11,15,13,False,[0 0 0 1 0]
236,11,16,13,False,[0 0 0 0 0]
237,11,17,13,False,[0 0 0 1 0]
238,11,18,13,False,[0 0 0 0 0]
239,11,19,13,False,[0 0 0 0 0]
240,12,0,8,False,[1 0 0 0 0]
241,12,1,8,False,[0 1 0 0 0]
242,12,2,8,False,[1 0 0 1 0]
243,12,3,8,False,[0 0 0 0 0]
244,12,4,8,False,[0 0 0 0 0]
245,12,5,8,False,[0 1 0 0 0]
246,12,6,8,False,[0 1 0 0 0]
247,12,7,8,False,[1 0 0 0 0]
248,12,8,8,True,[0 1 1 1 1]
249,12,9,8,False,[1 0 0 0 1]
250,12,10,8,False,[0 0 0 0 1]
251,12,11,8,False,[0 0 0 0 0]
252,12,12,8,False,[0 0 0 0 0]
253,12,13,8,False,[0 0 0 1 0]
254,12,14,8,False,[0 0 0 0 0]
255,12,15,8,False,[0 0 0 1 0]
256,12,16,8,False,[0 0 0 1 1]
257,12,17,8,False,[0 0 0 0 1]
258,12,18,8,False,[0 0 0 0 0]
259,12,19,8,False,[0 0 0 0 0]
260,13,0,33,False,[0 0 0 1 0]
261,13,1,33,False,[0 0 0 0 0]
262,13,2,33,False,[1 0 0 0 1]
263,13,3,33,False,[0 1 0 0 0]
264,13,4,33,False,[0 0 0 0 0]
265,13,5,33,False,[0 0 0 0 0]
266,13,6,33,False,[0 0 1 1 0]
267,13,7,33,False,[0 1 0 0 1]
268,13,8,33,False,[0 1 0 1 1]
269,13,9,33,False,[0 0 0 0 0]
270,13,10,33,False,[0 1 0 0 1]
271,13,11,33,False,[0 0 1 0 1]
272,13,12,33,False,[0 0 0 0 0]
273,13,13,33,False,[0 0 0 0 0]
274,13,14,33,False,[1 0 0 1 1]
275,13,15,33,False,[0 0 0 0 0]
276,13,16,33,False,[0 0 0 0 0]
277,13,17,33,False,[0 0 0 0 0]
278,13,18,33,False,[0 0 0 0 0]
279,13,19,33,False,[0 0 0 0 1]
280,14,0,34,False,[0 1 0 0 0]
281,14,1,34,False,[0 0 0 0 1]
282,14,2,34,False,[1 0 0 1 0]
283,14,3,34,False,[0 0 0 0 0]
284,14,4,34,False,[0 0 0 1 1]
285,14,5,34,False,[0 1 0 1 0]
286,14,6,34,False,[1 0 1 0 0]
287,14,7,34,False,[0 0 0 0 0]
288,14,8,34,False,[0 0 1 0 0]
289,14,9,34,False,[1 0 0 1 1]
290,14,10,34,False,[0 1 0 0 1]
291,14,11,34,False,[0 0 0 0 0]
292,14,12,34,False,[0 0 0 1 0]
293,14,13,34,False,[0 0 0 0 0]
294,14,14,34,False,[0 0 0 0 1]
295,14,15,34,False,[0 0 0 1 0]
296,14,16,34,False,[0 0 0 1 0]
297,14,17,34,False,[0 0 0 0 0]
298,14,18,34,False,[0 1 0 0 0]
299,14,19,34,False,[0 1 0 0 0]
300,15,0,15,False,[0 0 0 0 0]
301,15,1,15,False,[1 1 1 1 0]
302,15,2,15,False,[0 1 0 0 1]
303,15,3,15,False,[0 0 1 0 1]
304,15,4,15,False,[0 0 0 0 0]
305,15,5,15,False,[0 0 0 0 1]
306,15,6,15,False,[0 0 0 0 0]
307,15,7,15,False,[0 0 0 0 0]
308,15,8,15,False,[0 0 0 0 1]
309,15,9,15,False,[0 0 0 1 0]
310,15,10,15,False,[0 0 0 1 0]
311,15,11,15,False,[0 0 0 0 1]
312,15,12,15,False,[0 0 0 1 0]
313,15,13,15,False,[0 1 0 0 0]
314,15,14,15,False,[1 0 1 0 1]
315,15,15,15,True,[1 1 0 1 1]
316,15,16,15,False,[1 1 0 0 1]
317,15,17,15,False,[0 0 0 1 1]
318,15,18,15,False,[1 0 0 0 0]
319,15,19,15,False,[0 0 1 0 0]
320,16,0,36,False,[0 1 0 0 0]
321,16,1,36,False,[0 0 0 0 0]
322,16,2,36,False,[0 0 0 0 0]
323,16,3,36,False,[1 0 1 0 0]
324,16,4,36,False,[0 1 0 0 1]
325,16,5,36,False,[0 0 0 0 0]
326,16,6,36,False,[0 0 0 0 0]
327,16,7,36,False,[0 0 0 0 0]
328,16,8,36,False,[0 0 1 0 1]
329,16,9,36,False,[1 0 0 0 0]
330,16,10,36,False,[0 1 1 0 0]
331,16,11,36,False,[0 0 0 1 0]
332,16,12,36,False,[0 0 0 0 0]
333,16,13,36,False,[1 0 0 0 0]
334,16,14,36,False,[0 1 0 0 0]
335,16,15,36,False,[0 0 0 0 0]
336,16,16,36,False,[0 0 0 0 0]
337,16,17,36,False,[0 0 0 0 0]
338,16,18,36,False,[1 1 0 0 1]
339,16,19,36,False,[0 0 1 0 0]
340,17,0,2,False,[0 0 1 0 0]
341,17,1,2,False,[0 0 0 0 0]
342,17,2,2,True,[1 1 1 1 1]
343,17,3,2,False,[0 0 0 1 0]
344,17,4,2,False,[1 0 0 0 1]
345,17,5,2,False,[1 0 0 0 0]
346,17,6,2,False,[0 0 0 0 0]
347,17,7,2,False,[1 0 0 0 0]
348,17,8,2,False,[0 0 0 0 0]
349,17,9,2,False,[1 0 0 0 0]
350,17,10,2,False,[1 0 0 0 0]
351,17,11,2,False,[0 0 0 0 0]
352,17,12,2,False,[0 0 0 1 0]
353,17,13,2,False,[1 0 0 1 0]
354,17,14,2,False,[0 0 0 0 0]
355,17,15,2,False,[1 1 0 1 0]
356,17,16,2,False,[1 1 0 1 0]
357,17,17,2,False,[0 0 1 0 0]
358,17,18,2,False,[1 0 1 0 0]
359,17,19,2,False,[0 0 0 0 1]
360,18,0,0,True,[1 1 1 1 1]
361,18,1,0,False,[0 0 0 1 0]
362,18,2,0,False,[1 1 1 0 0]
363,18,3,0,False,[1 0 0 0 0]
364,18,4,0,False,[0 0 1 0 0]
365,18,5,0,False,[0 0 1 0 0]
366,18,6,0,False,[0 0 0 0 0]
367,18,7,0,False,[0 0 1 0 0]
368,18,8,0,False,[0 0 0 0 1]
369,18,9,0,False,[0 0 0 0 0]
370,18,10,0,False,[0 0 1 0 1]
371,18,11,0,False,[0 0 1 0 1]
372,18,12,0,False,[1 0 0 0 0]
373,18,13,0,False,[0 0 0 0 0]
374,18,14,0,False,[0 0 0 1 0]
375,18,15,0,False,[1 0 0 0 0]
376,18,16,0,False,[0 0 0 1 0]
377,18,17,0,False,[0 0 1 1 0]
378,18,18,0,False,[1 0 0 0 0]
379,18,19,0,False,[0 0 0 0 0]
380,19,0,39,False,[0 0 0 0 0]
381,19,1,39,False,[0 1 0 0 0]
382,19,2,39,False,[0 0 0 1 1]
383,19,3,39,False,[1 0 0 0 1]
384,19,4,39,False,[0 0 0 0 0]
385,19,5,39,False,[0 0 0 1 0]
386,19,6,39,False,[0 0 1 1 0]
387,19,7,39,False,[0 0 0 0 0]
388,19,8,39,False,[0 0 0 0 0]
389,19,9,39,False,[0 0 0 1 0]
390,19,10,39,False,[0 0 0 0 1]
391,19,11,39,False,[0 0 0 0 0]
392,19,12,39,False,[0 1 0 1 0]
393,19,13,39,False,[1 0 0 1 0]
394,19,14,39,False,[0 1 0 0 0]
395,19,15,39,False,[0 1 0 0 0]
396,19,16,39,False,[0 1 0 1 0]
397,19,17,39,False,[1 0 0 1 0]
398,19,18,39,False,[1 0 0 0 0]
399,19,19,39,False,[0 0 0 1 0]
