,i,j,Z,match,gamma
102,5,2,1,False,[0 0]
103,5,3,1,False,[0 1]
104,5,4,1,False,[0 0]
105,5,5,1,False,[0 0]
106,5,6,1,False,[1 0]
107,5,7,1,False,[0 0]
108,5,8,1,False,[0 0]
109,5,9,1,False,[0 0]
110,5,10,1,False,[0 0]
111,5,11,1,False,[1 0]
112,5,12,1,False,[1 0]
113,5,13,1,False,[0 0]
114,5,14,1,False,[0 1]
115,5,15,1,False,[0 0]
116,5,16,1,False,[0 0]
117,5,17,1,False,[1 0]
118,5,18,1,False,[0 0]
119,5,19,1,False,[0 0]
120,6,0,3,False,[0 0]
121,6,1,3,False,[0 0]
122,6,2,3,False,[0 0]
123,6,3,3,True,[1 1]
124,6,4,3,False,[1 0]
125,6,5,3,False,[0 0]
126,6,6,3,False,[0 0]
127,6,7,3,False,[0 0]
128,6,8,3,False,[0 1]
129,6,9,3,False,[0 0]
130,6,10,3,False,[0 1]
131,6,11,3,False,[0 0]
132,6,12,3,False,[0 0]
133,6,13,3,False,[0 0]
134,6,14,3,False,[1 0]
135,6,15,3,False,[0 0]
136,6,16,3,False,[1 1]
137,6,17,3,False,[0 0]
138,6,18,3,False,[0 1]
139,6,19,3,False,[0 0]
140,7,0,27,False,[0 0]
141,7,1,27,False,[0 0]
142,7,2,27,False,[0 0]
143,7,3,27,False,[0 0]
144,7,4,27,False,[0 0]
145,7,5,27,False,[1 0]
146,7,6,27,False,[1 0]
147,7,7,27,False,[0 0]
148,7,8,27,False,[0 1]
149,7,9,27,False,[0 0]
150,7,10,27,False,[0 1]
151,7,11,27,False,[0 0]
152,7,12,27,False,[0 0]
153,7,13,27,False,[0 0]
154,7,14,27,False,[0 0]
155,7,15,27,False,[0 1]
156,7,16,27,False,[0 0]
157,7,17,27,False,[0 0]
158,7,18,27,False,[0 0]
159,7,19,27,False,[0 1]
160,8,0,28,False,[0 0]
161,8,1,28,False,[0 1]
162,8,2,28,False,[0 0]
163,8,3,28,False,[0 0]
164,8,4,28,False,[0 0]
165,8,5,28,False,[0 0]
166,8,6,28,False,[0 1]
167,8,7,28,False,[1 1]
168,8,8,28,False,[0 1]
169,8,9,28,False,[0 0]
170,8,10,28,False,[0 0]
171,8,11,28,False,[1 0]
172,8,12,28,False,[0 0]
173,8,13,28,False,[0 1]
174,8,14,28,False,[0 0]
175,8,15,28,False,[1 0]
176,8,16,28,False,[0 1]
177,8,17,28,False,[0 0]
178,8,18,28,False,[0 0]
179,8,19,28,False,[0 0]
180,9,0,29,False,[0 0]
181,9,1,29,False,[0 1]
182,9,2,29,False,[0 1]
183,9,3,29,False,[0 0]
184,9,4,29,False,[1 0]
185,9,5,29,False,[0 1]
186,9,6,29,False,[0 0]
187,9,7,29,False,[1 0]
188,9,8,29,False,[1 0]
189,9,9,29,False,[1 0]
190,9,10,29,False,[1 0]
191,9,11,29,False,[0 0]
192,9,12,29,False,[0 0]
193,9,13,29,False,[0 0]
194,9,14,29,False,[0 0]
195,9,15,29,False,[0 1]
196,9,16,29,False,[0 0]
197,9,17,29,False,[1 0]
198,9,18,29,False,[0 0]
199,9,19,29,False,[1 0]
200,10,0,10,False,[0 0]
201,10,1,10,False,[0 0]
202,10,2,10,False,[0 0]
203,10,3,10,False,[0 0]
204,10,4,10,False,[0 1]
205,10,5,10,False,[0 0]
206,10,6,10,False,[0 0]
207,10,7,10,False,[0 0]
208,10,8,10,False,[0 1]
209,10,9,10,False,[0 0]
210,10,10,10,True,[1 1]
211,10,11,10,False,[0 0]
212,10,12,10,False,[1 0]
213,10,13,10,False,[0 0]
214,10,14,10,False,[0 0]
215,10,15,10,False,[1 0]
216,10,16,10,False,[0 1]
217,10,17,10,False,[0 0]
218,10,18,10,False,[1 1]
219,10,19,10,False,[0 0]
220,11,0,31,False,[0 0]
221,11,1,31,False,[0 0]
222,11,2,31,False,[0 0]
223,11,3,31,False,[1 1]
224,11,4,31,False,[0 0]
225,11,5,31,False,[0 0]
226,11,6,31,False,[0 0]
227,11,7,31,False,[0 0]
228,11,8,31,False,[0 0]
229,11,9,31,False,[0 1]
230,11,10,31,False,[0 0]
231,11,11,31,False,[0 0]
232,11,12,31,False,[1 0]
233,11,13,31,False,[0 0]
234,11,14,31,False,[0 0]
235,11,15,31,False,[1 1]
236,11,16,31,False,[0 0]
237,11,17,31,False,[0 0]
238,11,18,31,False,[0 0]
239,11,19,31,False,[0 0]
240,12,0,32,False,[0 0]
241,12,1,32,False,[1 0]
242,12,2,32,False,[0 0]
243,12,3,32,False,[0 0]
244,12,4,32,False,[0 0]
245,12,5,32,False,[0 0]
246,12,6,32,False,[1 0]
247,12,7,32,False,[0 0]
248,12,8,32,False,[0 0]
249,12,9,32,False,[0 1]
250,12,10,32,False,[0 1]
251,12,11,32,False,[0 0]
252,12,12,32,False,[0 0]
253,12,13,32,False,[0 0]
254,12,14,32,False,[0 0]
255,12,15,32,False,[0 0]
256,12,16,32,False,[0 1]
257,12,17,32,False,[0 0]
258,12,18,32,False,[1 0]
259,12,19,32,False,[0 0]
260,13,0,4,False,[1 1]
261,13,1,4,False,[0 0]
262,13,2,4,False,[0 0]
263,13,3,4,False,[0 1]
264,13,4,4,True,[1 1]
265,13,5,4,False,[0 0]
266,13,6,4,False,[0 0]
267,13,7,4,False,[0 1]
268,13,8,4,False,[1 0]
269,13,9,4,False,[0 0]
270,13,10,4,False,[1 0]
271,13,11,4,False,[1 0]
272,13,12,4,False,[0 0]
273,13,13,4,False,[1 0]
274,13,14,4,False,[0 0]
275,13,15,4,False,[0 0]
276,13,16,4,False,[1 0]
277,13,17,4,False,[1 0]
278,13,18,4,False,[0 0]
279,13,19,4,False,[0 0]
280,14,0,34,False,[0 1]
281,14,1,34,False,[0 0]
282,14,2,34,False,[0 0]
283,14,3,34,False,[0 1]
284,14,4,34,False,[0 0]
285,14,5,34,False,[0 0]
286,14,6,34,False,[0 0]
287,14,7,34,False,[0 0]
288,14,8,34,False,[1 1]
289,14,9,34,False,[0 0]
290,14,10,34,False,[0 1]
291,14,11,34,False,[0 0]
292,14,12,34,False,[0 0]
293,14,13,34,False,[0 0]
294,14,14,34,False,[0 0]
295,14,15,34,False,[1 0]
296,14,16,34,False,[1 1]
297,14,17,34,False,[1 0]
298,14,18,34,False,[1 0]
299,14,19,34,False,[0 0]
300,15,0,0,True,[1 0]
301,15,1,0,False,[0 1]
302,15,2,0,False,[1 0]
303,15,3,0,False,[0 0]
304,15,4,0,False,[0 0]
305,15,5,0,False,[0 0]
306,15,6,0,False,[0 0]
307,15,7,0,False,[0 0]
308,15,8,0,False,[0 0]
309,15,9,0,False,[0 0]
310,15,10,0,False,[0 0]
311,15,11,0,False,[0 0]
312,15,12,0,False,[0 0]
313,15,13,0,False,[0 0]
314,15,14,0,False,[0 0]
315,15,15,0,False,[0 0]
316,15,16,0,False,[0 1]
317,15,17,0,False,[0 0]
318,15,18,0,False,[0 1]
319,15,19,0,False,[0 0]
320,16,0,9,False,[0 0]
321,16,1,9,False,[0 0]
322,16,2,9,False,[1 0]
323,16,3,9,False,[0 0]
324,16,4,9,False,[1 1]
325,16,5,9,False,[0 0]
326,16,6,9,False,[0 1]
327,16,7,9,False,[1 0]
328,16,8,9,False,[0 0]
329,16,9,9,True,[1 1]
330,16,10,9,False,[1 0]
331,16,11,9,False,[0 1]
332,16,12,9,False,[0 1]
333,16,13,9,False,[1 1]
334,16,14,9,False,[1 0]
335,16,15,9,False,[0 0]
336,16,16,9,False,[0 0]
337,16,17,9,False,[0 1]
338,16,18,9,False,[0 0]
339,16,19,9,False,[1 0]
340,17,0,37,False,[0 0]
341,17,1,37,False,[0 1]
342,17,2,37,False,[1 0]
343,17,3,37,False,[0 1]
344,17,4,37,False,[0 0]
345,17,5,37,False,[0 0]
346,17,6,37,False,[0 1]
347,17,7,37,False,[0 1]
348,17,8,37,False,[0 0]
349,17,9,37,False,[1 0]
350,17,10,37,False,[0 0]
351,17,11,37,False,[0 0]
352,17,12,37,False,[1 0]
353,17,13,37,False,[0 0]
354,17,14,37,False,[0 0]
355,17,15,37,False,[1 0]
356,17,16,37,False,[1 0]
357,17,17,37,False,[0 0]
358,17,18,37,False,[0 0]
359,17,19,37,False,[0 0]
360,18,0,38,False,[0 0]
361,18,1,38,False,[0 0]
362,18,2,38,False,[1 0]
363,18,3,38,False,[1 0]
364,18,4,38,False,[0 0]
365,18,5,38,False,[0 0]
366,18,6,38,False,[0 0]
367,18,7,38,False,[0 0]
368,18,8,38,False,[0 1]
369,18,9,38,False,[0 0]
370,18,10,38,False,[0 0]
371,18,11,38,False,[0 0]
372,18,12,38,False,[0 0]
373,18,13,38,False,[1 1]
374,18,14,38,False,[0 0]
375,18,15,38,False,[0 0]
376,18,16,38,False,[0 0]
377,18,17,38,False,[0 0]
378,18,18,38,False,[0 0]
379,18,19,38,False,[0 0]
380,19,0,14,False,[1 1]
381,19,1,14,False,[0 1]
382,19,2,14,False,[1 0]
383,19,3,14,False,[0 0]
384,19,4,14,False,[0 0]
385,19,5,14,False,[0 1]
386,19,6,14,False,[0 1]
387,19,7,14,False,[0 0]
388,19,8,14,False,[0 0]
389,19,9,14,False,[0 0]
390,19,10,14,False,[0 0]
391,19,11,14,False,[0 0]
392,19,12,14,False,[1 0]
393,19,13,14,False,[0 1]
394,19,14,14,True,[1 1]
395,19,15,14,False,[0 0]
396,19,16,14,False,[0 0]
397,19,17,14,False,[0 0]
398,19,18,14,False,[0 0]
399,19,19,14,False,[0 0]
