,i,j,Z,match,gamma
60,3,0,6,False,[0 0 0]
61,3,1,6,False,[0 0 0]
62,3,2,6,False,[0 0 0]
63,3,3,6,False,[0 1 0]
64,3,4,6,False,[1 0 1]
65,3,5,6,False,[0 0 0]
66,3,6,6,True,[1 1 1]
67,3,7,6,False,[0 0 0]
68,3,8,6,False,[0 0 0]
69,3,9,6,False,[0 0 0]
70,3,10,6,False,[0 1 0]
71,3,11,6,False,[0 1 0]
72,3,12,6,False,[0 0 0]
73,3,13,6,False,[0 0 0]
74,3,14,6,False,[0 0 0]
75,3,15,6,False,[0 0 0]
76,3,16,6,False,[1 0 1]
77,3,17,6,False,[0 1 0]
78,3,18,6,False,[1 1 0]
79,3,19,6,False,[0 0 0]
80,4,0,24,False,[0 1 0]
81,4,1,24,False,[0 0 1]
82,4,2,24,False,[1 0 0]
83,4,3,24,False,[1 0 0]
84,4,4,24,False,[0 0 0]
85,4,5,24,False,[0 1 0]
86,4,6,24,False,[0 0 0]
87,4,7,24,False,[0 0 0]
88,4,8,24,False,[0 0 0]
89,4,9,24,False,[0 1 1]
90,4,10,24,False,[0 0 0]
91,4,11,24,False,[1 1 0]
92,4,12,24,False,[0 0 1]
93,4,13,24,False,[0 0 0]
94,4,14,24,False,[1 0 0]
95,4,15,24,False,[1 0 0]
96,4,16,24,False,[1 0 0]
97,4,17,24,False,[0 0 0]
98,4,18,24,False,[0 0 0]
99,4,19,24,False,[0 0 0]
100,5,0,8,False,[0 0 0]
101,5,1,8,False,[0 1 0]
102,5,2,8,False,[0 0 0]
103,5,3,8,False,[0 0 0]
104,5,4,8,False,[0 0 1]
105,5,5,8,False,[0 0 1]
106,5,6,8,False,[0 0 0]
107,5,7,8,False,[1 0 0]
108,5,8,8,True,[1 1 1]
109,5,9,8,False,[0 1 0]
110,5,10,8,False,[0 1 0]
111,5,11,8,False,[1 0 0]
112,5,12,8,False,[1 0 1]
113,5,13,8,False,[0 0 0]
114,5,14,8,False,[1 0 0]
115,5,15,8,False,[1 0 1]
116,5,16,8,False,[0 0 0]
117,5,17,8,False,[0 0 0]
118,5,18,8,False,[0 0 0]
119,5,19,8,False,[0 0 0]
120,6,0,26,False,[0 0 0]
121,6,1,26,False,[0 0 0]
122,6,2,26,False,[0 0 0]
123,6,3,26,False,[1 0 0]
124,6,4,26,False,[0 0 0]
125,6,5,26,False,[0 1 1]
126,6,6,26,False,[0 0 0]
127,6,7,26,False,[0 0 0]
128,6,8,26,False,[0 0 0]
129,6,9,26,False,[0 0 0]
130,6,10,26,False,[0 0 1]
131,6,11,26,False,[0 0 0]
132,6,12,26,False,[0 0 0]
133,6,13,26,False,[0 0 0]
134,6,14,26,False,[0 0 0]
135,6,15,26,False,[0 0 0]
136,6,16,26,False,[0 0 1]
137,6,17,26,False,[1 0 0]
138,6,18,26,False,[0 1 0]
139,6,19,26,False,[0 0 0]
140,7,0,17,False,[0 0 1]
141,7,1,17,False,[0 0 0]
142,7,2,17,False,[1 0 0]
143,7,3,17,False,[0 0 0]
144,7,4,17,False,[0 0 1]
145,7,5,17,False,[0 0 0]
146,7,6,17,False,[0 0 0]
147,7,7,17,False,[0 0 1]
148,7,8,17,False,[0 1 0]
149,7,9,17,False,[0 0 0]
150,7,10,17,False,[1 1 1]
151,7,11,17,False,[0 0 0]
152,7,12,17,False,[0 0 1]
153,7,13,17,False,[0 0 0]
154,7,14,17,False,[0 1 0]
155,7,15,17,False,[0 0 0]
156,7,16,17,False,[0 0 1]
157,7,17,17,True,[1 1 1]
158,7,18,17,False,[0 0 0]
159,7,19,17,False,[0 0 0]
160,8,0,19,False,[0 0 1]
161,8,1,19,False,[0 0 0]
162,8,2,19,False,[0 0 1]
163,8,3,19,False,[0 1 0]
164,8,4,19,False,[0 0 0]
165,8,5,19,False,[1 1 0]
166,8,6,19,False,[0 0 0]
167,8,7,19,False,[0 0 0]
168,8,8,19,False,[0 0 1]
169,8,9,19,False,[0 0 0]
170,8,10,19,False,[0 0 0]
171,8,11,19,False,[1 0 0]
172,8,12,19,False,[0 1 0]
173,8,13,19,False,[0 0 0]
174,8,14,19,False,[0 0 0]
175,8,15,19,False,[0 0 0]
176,8,16,19,False,[0 0 0]
177,8,17,19,False,[0 0 0]
178,8,18,19,False,[0 0 0]
179,8,19,19,True,[1 1 1]
180,9,0,29,False,[0 0 0]
181,9,1,29,False,[0 0 0]
182,9,2,29,False,[0 0 0]
183,9,3,29,False,[0 1 0]
184,9,4,29,False,[1 1 0]
185,9,5,29,False,[1 0 0]
186,9,6,29,False,[0 0 1]
187,9,7,29,False,[0 0 0]
188,9,8,29,False,[1 0 0]
189,9,9,29,False,[1 0 0]
190,9,10,29,False,[0 0 0]
191,9,11,29,False,[0 0 0]
192,9,12,29,False,[0 0 0]
193,9,13,29,False,[0 0 0]
194,9,14,29,False,[1 0 0]
195,9,15,29,False,[0 0 0]
196,9,16,29,False,[0 0 0]
197,9,17,29,False,[0 0 0]
198,9,18,29,False,[0 1 0]
199,9,19,29,False,[0 1 0]
200,10,0,1,False,[1 1 0]
201,10,1,1,True,[1 1 1]
202,10,2,1,False,[0 0 0]
203,10,3,1,False,[0 1 1]
204,10,4,1,False,[0 1 0]
205,10,5,1,False,[0 0 0]
206,10,6,1,False,[0 0 1]
207,10,7,1,False,[1 0 1]
208,10,8,1,False,[0 1 0]
209,10,9,1,False,[0 1 0]
210,10,10,1,False,[0 0 0]
211,10,11,1,False,[1 0 1]
212,10,12,1,False,[0 0 0]
213,10,13,1,False,[0 0 0]
214,10,14,1,False,[1 0 0]
215,10,15,1,False,[0 1 0]
216,10,16,1,False,[1 0 0]
217,10,17,1,False,[1 0 0]
218,10,18,1,False,[0 1 0]
219,10,19,1,False,[1 0 0]
220,11,0,31,False,[1 0 0]
221,11,1,31,False,[1 0 0]
222,11,2,31,False,[1 1 0]
223,11,3,31,False,[0 0 0]
224,11,4,31,False,[0 0 1]
225,11,5,31,False,[0 0 0]
226,11,6,31,False,[0 0 0]
227,11,7,31,False,[1 0 0]
228,11,8,31,False,[0 0 0]
229,11,9,31,False,[0 0 0]
230,11,10,31,False,[0 0 0]
231,11,11,31,False,[0 0 0]
232,11,12,31,False,[0 0 0]
233,11,13,31,False,[0 0 0]
234,11,14,31,False,[1 0 1]
235,11,15,31,False,[1 0 0]
236,11,16,31,False,[1 1 0]
237,11,17,31,False,[0 0 0]
238,11,18,31,False,[0 0 0]
239,11,19,31,False,[0 1 1]
240,12,0,32,False,[0 0 0]
241,12,1,32,False,[1 0 0]
242,12,2,32,False,[0 0 0]
243,12,3,32,False,[0 0 0]
244,12,4,32,False,[0 0 1]
245,12,5,32,False,[0 0 0]
246,12,6,32,False,[0 0 0]
247,12,7,32,False,[0 0 0]
248,12,8,32,False,[0 1 0]
249,12,9,32,False,[0 0 0]
250,12,10,32,False,[0 0 0]
251,12,11,32,False,[1 1 0]
252,12,12,32,False,[1 0 0]
253,12,13,32,False,[0 0 0]
254,12,14,32,False,[0 1 0]
255,12,15,32,False,[0 0 0]
256,12,16,32,False,[0 0 0]
257,12,17,32,False,[0 0 0]
258,12,18,32,False,[0 0 0]
259,12,19,32,False,[0 0 0]
260,13,0,33,False,[0 0 0]
261,13,1,33,False,[1 0 1]
262,13,2,33,False,[0 0 0]
263,13,3,33,False,[0 0 0]
264,13,4,33,False,[0 0 0]
265,13,5,33,False,[0 0 1]
266,13,6,33,False,[0 0 0]
267,13,7,33,False,[0 0 0]
268,13,8,33,False,[0 0 1]
269,13,9,33,False,[1 0 0]
270,13,10,33,False,[0 1 0]
271,13,11,33,False,[0 1 0]
272,13,12,33,False,[0 0 0]
273,13,13,33,False,[0 0 1]
274,13,14,33,False,[0 0 1]
275,13,15,33,False,[0 0 0]
276,13,16,33,False,[0 1 0]
277,13,17,33,False,[0 0 1]
278,13,18,33,False,[0 0 0]
279,13,19,33,False,[0 1 0]
280,14,0,16,False,[0 1 0]
281,14,1,16,False,[0 0 0]
282,14,2,16,False,[0 1 0]
283,14,3,16,False,[0 0 0]
284,14,4,16,False,[1 1 0]
285,14,5,16,False,[0 0 1]
286,14,6,16,False,[0 0 0]
287,14,7,16,False,[0 0 0]
288,14,8,16,False,[1 1 0]
289,14,9,16,False,[0 0 0]
290,14,10,16,False,[0 0 1]
291,14,11,16,False,[0 0 0]
292,14,12,16,False,[1 0 1]
293,14,13,16,False,[0 0 1]
294,14,14,16,False,[0 0 1]
295,14,15,16,False,[0 0 0]
296,14,16,16,True,[1 1 1]
297,14,17,16,False,[0 0 0]
298,14,18,16,False,[0 0 0]
299,14,19,16,False,[0 0 0]
300,15,0,15,False,[0 0 0]
301,15,1,15,False,[0 0 0]
302,15,2,15,False,[0 0 0]
303,15,3,15,False,[0 0 1]
304,15,4,15,False,[0 1 0]
305,15,5,15,False,[0 0 0]
306,15,6,15,False,[0 0 0]
307,15,7,15,False,[0 0 0]
308,15,8,15,False,[0 0 0]
309,15,9,15,False,[0 0 0]
310,15,10,15,False,[0 0 1]
311,15,11,15,False,[0 0 0]
312,15,12,15,False,[0 0 0]
313,15,13,15,False,[1 0 0]
314,15,14,15,False,[0 1 0]
315,15,15,15,True,[1 1 1]
316,15,16,15,False,[0 0 0]
317,15,17,15,False,[1 1 0]
318,15,18,15,False,[0 0 0]
319,15,19,15,False,[0 0 0]
320,16,0,13,False,[0 1 0]
321,16,1,13,False,[1 0 1]
322,16,2,13,False,[0 0 0]
323,16,3,13,False,[0 1 1]
324,16,4,13,False,[1 0 0]
325,16,5,13,False,[0 0 0]
326,16,6,13,False,[0 0 0]
327,16,7,13,False,[0 1 1]
328,16,8,13,False,[1 0 0]
329,16,9,13,False,[0 1 0]
330,16,10,13,False,[0 0 0]
331,16,11,13,False,[0 0 0]
332,16,12,13,False,[0 1 0]
333,16,13,13,True,[1 1 0]
334,16,14,13,False,[0 0 1]
335,16,15,13,False,[0 0 0]
336,16,16,13,False,[0 0 0]
337,16,17,13,False,[0 0 1]
338,16,18,13,False,[0 0 0]
339,16,19,13,False,[0 0 0]
340,17,0,37,False,[1 0 0]
341,17,1,37,False,[0 0 1]
342,17,2,37,False,[0 1 0]
343,17,3,37,False,[0 0 0]
344,17,4,37,False,[0 0 0]
345,17,5,37,False,[0 1 0]
346,17,6,37,False,[0 1 0]
347,17,7,37,False,[0 0 0]
348,17,8,37,False,[0 1 0]
349,17,9,37,False,[0 0 0]
350,17,10,37,False,[0 0 1]
351,17,11,37,False,[0 1 1]
352,17,12,37,False,[0 1 0]
353,17,13,37,False,[1 1 0]
354,17,14,37,False,[0 0 0]
355,17,15,37,False,[0 1 1]
356,17,16,37,False,[1 0 0]
357,17,17,37,False,[0 0 0]
358,17,18,37,False,[0 1 0]
359,17,19,37,False,[0 0 1]
360,18,0,38,False,[0 0 1]
361,18,1,38,False,[0 0 1]
362,18,2,38,False,[0 0 0]
363,18,3,38,False,[0 1 1]
364,18,4,38,False,[0 0 0]
365,18,5,38,False,[0 0 0]
366,18,6,38,False,[1 0 0]
367,18,7,38,False,[0 0 0]
368,18,8,38,False,[0 0 0]
369,18,9,38,False,[0 0 1]
370,18,10,38,False,[0 1 1]
371,18,11,38,False,[0 0 0]
372,18,12,38,False,[0 0 1]
373,18,13,38,False,[1 1 0]
374,18,14,38,False,[0 0 0]
375,18,15,38,False,[0 0 0]
376,18,16,38,False,[1 0 0]
377,18,17,38,False,[0 1 0]
378,18,18,38,False,[0 0 0]
379,18,19,38,False,[0 0 0]
380,19,0,39,False,[0 0 0]
381,19,1,39,False,[0 0 1]
382,19,2,39,False,[1 0 0]
383,19,3,39,False,[0 0 1]
384,19,4,39,False,[0 0 1]
385,19,5,39,False,[0 0 0]
386,19,6,39,False,[0 0 0]
387,19,7,39,False,[0 0 0]
388,19,8,39,False,[0 0 1]
389,19,9,39,False,[0 1 1]
390,19,10,39,False,[0 1 0]
391,19,11,39,False,[0 0 1]
392,19,12,39,False,[0 1 0]
393,19,13,39,False,[0 0 0]
394,19,14,39,False,[0 0 0]
395,19,15,39,False,[0 0 0]
396,19,16,39,False,[0 0 1]
397,19,17,39,False,[0 0 0]
398,19,18,39,False,[0 0 1]
399,19,19,39,False,[1 0 0]
